#assembly	accession	start	stop	name	query	e-value	score	bias
GCF_003701775.1	NZ_RBSX01000022.1	28555	27872	lcl|ORF109_NZ_RBSX01000022.1:28555:27872	TIGR01865.1	0.056	10.4	0.1
GCF_003701815.1	NZ_RBTB01000116.1	37583	38266	lcl|ORF58_NZ_RBTB01000116.1:37583:38266	TIGR01865.1	0.064	10.4	0.1
GCF_003701825.1	NZ_RBTC01000062.1	28601	27957	lcl|ORF108_NZ_RBTC01000062.1:28601:27957	TIGR01865.1	0.081	9.9	0.2
GCF_003701885.1	NZ_RBTG01000032.1	26731	26084	lcl|ORF68_NZ_RBTG01000032.1:26731:26084	TIGR01865.1	0.013	12.5	0.0
GCF_003701925.1	NZ_RBTH01000305.1	20449	21096	lcl|ORF21_NZ_RBTH01000305.1:20449:21096	TIGR01865.1	0.013	12.5	0.0
GCF_003701955.1	NZ_RBTJ01000150.1	11764	12447	lcl|ORF21_NZ_RBTJ01000150.1:11764:12447	TIGR01865.1	0.069	10.1	0.2
GCF_003701975.1	NZ_RBTN01000218.1	33897	34580	lcl|ORF5_NZ_RBTN01000218.1:33897:34580	TIGR01865.1	0.056	10.4	0.1
GCF_003702035.1	NZ_RBTO01000137.1	3651	4334	lcl|ORF1_NZ_RBTO01000137.1:3651:4334	TIGR01865.1	0.057	10.4	0.1
GCF_003702045.1	NZ_RBTP01000069.1	104563	103535	lcl|ORF517_NZ_RBTP01000069.1:104563:103535	TIGR03031.1	0.051	10.4	2.8
GCF_003702065.1	NZ_RBTQ01000147.1	28347	27601	lcl|ORF65_NZ_RBTQ01000147.1:28347:27601	TIGR01865.1	0.007	13.6	0.1
GCF_003702065.1	NZ_RBTQ01000176.1	41135	38703	lcl|ORF38_NZ_RBTQ01000176.1:41135:38703	TIGR01865.1	0.044	10.9	0.0
GCF_003702085.1	NZ_RBTS01000308.1	3651	4088	lcl|ORF1_NZ_RBTS01000308.1:3651:4088	TIGR01865.1	0.025	11.5	0.1
GCF_003702125.1	NZ_RBTU01000512.1	3665	4309	lcl|ORF3_NZ_RBTU01000512.1:3665:4309	TIGR01865.1	0.082	9.9	0.2
GCF_003702145.1	NZ_RBTV01000650.1	653	9	lcl|ORF2_NZ_RBTV01000650.1:653:9	TIGR01865.1	0.082	9.9	0.2
GCF_003702155.1	NZ_RBTW01000181.1	28597	27914	lcl|ORF60_NZ_RBTW01000181.1:28597:27914	TIGR01865.1	0.057	10.4	0.1
GCF_003702205.1	NZ_RBTY01000200.1	3626	4309	lcl|ORF11_NZ_RBTY01000200.1:3626:4309	TIGR01865.1	0.057	10.4	0.1
GCF_003702255.1	NZ_RBTD01000205.1	21836	22477	lcl|ORF27_NZ_RBTD01000205.1:21836:22477	TIGR01865.1	0.054	10.6	0.1
GCF_003702275.1	NZ_RBTL01000052.1	57401	58045	lcl|ORF66_NZ_RBTL01000052.1:57401:58045	TIGR01865.1	0.073	10.1	0.1
GCF_003702295.1	NZ_RBTR01000163.1	37579	38016	lcl|ORF34_NZ_RBTR01000163.1:37579:38016	TIGR01865.1	0.024	11.5	0.1
GCF_003702335.1	NZ_RBUB01000097.1	28515	27832	lcl|ORF36_NZ_RBUB01000097.1:28515:27832	TIGR01865.1	0.054	10.4	0.1
GCF_003702375.1	NZ_RBUC01000366.1	21829	22473	lcl|ORF12_NZ_RBUC01000366.1:21829:22473	TIGR01865.1	0.081	9.9	0.2
GCF_003702375.1	NZ_RBUC01000516.1	4418	3999	lcl|ORF14_NZ_RBUC01000516.1:4418:3999	TIGR03031.1	0.018	12.0	0.0
GCF_003702425.1	NZ_RBUG01000085.1	39421	38774	lcl|ORF85_NZ_RBUG01000085.1:39421:38774	TIGR01865.1	0.012	12.5	0.0
GCF_003702755.1	NZ_RBUQ01000046.1	58844	59488	lcl|ORF59_NZ_RBUQ01000046.1:58844:59488	TIGR01865.1	0.074	10.1	0.1
GCF_003702805.1	NZ_RBUW01000849.1	648	4	lcl|ORF2_NZ_RBUW01000849.1:648:4	TIGR01865.1	0.081	9.9	0.2
GCF_003702845.1	NZ_RBUD01000859.1	659	15	lcl|ORF2_NZ_RBUD01000859.1:659:15	TIGR01865.1	0.081	9.9	0.2
GCF_003702925.1	NZ_RBUL01000202.1	129617	128934	lcl|ORF141_NZ_RBUL01000202.1:129617:128934	TIGR01865.1	0.069	10.1	0.2
GCF_003702935.1	NZ_RBUK01000108.1	726	82	lcl|ORF82_NZ_RBUK01000108.1:726:82	TIGR01865.1	0.062	10.3	0.0
GCF_003702935.1	NZ_RBUK01000070.1	123506	122451	lcl|ORF113_NZ_RBUK01000070.1:123506:122451	TIGR01865.1	0.098	9.7	0.0
GCF_003702965.1	NZ_RBUM01000096.1	745	104	lcl|ORF47_NZ_RBUM01000096.1:745:104	TIGR01865.1	0.029	11.4	0.1
GCF_003702965.1	NZ_RBUM01000050.1	1399	2040	lcl|ORF1_NZ_RBUM01000050.1:1399:2040	TIGR01865.1	0.079	10.0	0.1
GCF_003702975.1	NZ_RBUO01000340.1	3664	4305	lcl|ORF10_NZ_RBUO01000340.1:3664:4305	TIGR01865.1	0.074	10.0	0.1
GCF_003702985.1	NZ_RBUN01000366.1	14904	14263	lcl|ORF9_NZ_RBUN01000366.1:14904:14263	TIGR01865.1	0.076	10.0	0.1
GCF_003703025.1	NZ_RBUP01000161.1	54053	54736	lcl|ORF49_NZ_RBUP01000161.1:54053:54736	TIGR01865.1	0.069	10.1	0.2
GCF_003703035.1	NZ_RBUR01000233.1	61939	62583	lcl|ORF43_NZ_RBUR01000233.1:61939:62583	TIGR01865.1	0.084	9.9	0.2
GCF_003703055.1	NZ_RBUT01000062.1	33246	33887	lcl|ORF11_NZ_RBUT01000062.1:33246:33887	TIGR01865.1	0.028	11.4	0.1
GCF_003703055.1	NZ_RBUT01000101.1	13583	14002	lcl|ORF11_NZ_RBUT01000101.1:13583:14002	TIGR03031.1	0.012	12.6	0.0
GCF_003703085.1	NZ_RBUU01000068.1	28578	27895	lcl|ORF76_NZ_RBUU01000068.1:28578:27895	TIGR01865.1	0.055	10.4	0.1
GCF_003703175.1	NZ_RBUZ01000083.1	45515	45952	lcl|ORF44_NZ_RBUZ01000083.1:45515:45952	TIGR01865.1	0.026	11.5	0.1
GCF_003703245.1	NZ_RBVC01000003.1	307807	308448	lcl|ORF152_NZ_RBVC01000003.1:307807:308448	TIGR01865.1	0.029	11.4	0.1
GCF_003703335.1	NZ_RBVH01000344.1	31041	31685	lcl|ORF7_NZ_RBVH01000344.1:31041:31685	TIGR01865.1	0.08	9.9	0.2
GCF_003703335.1	NZ_RBVH01000488.1	4418	3999	lcl|ORF11_NZ_RBVH01000488.1:4418:3999	TIGR03031.1	0.018	12.0	0.0
GCF_003703395.1	NZ_RDQN01000003.1	36240	35080	lcl|ORF654_NZ_RDQN01000003.1:36240:35080	TIGR01865.1	0.0005	16.7	0.0
GCF_003709525.1	NZ_RCUB01000019.1	23010	22375	lcl|ORF22_NZ_RCUB01000019.1:23010:22375	TIGR03031.1	0.025	10.6	0.0
GCF_003711265.1	NZ_CP024634.1	802796	807607	lcl|ORF702_NZ_CP024634.1:802796:807607	TIGR03031.1	1.1e-138	460.6	46.8
GCF_003716425.1	NZ_RHPA01000002.1	631762	632121	lcl|ORF268_NZ_RHPA01000002.1:631762:632121	TIGR01865.1	1.7e-08	31.0	0.1
GCF_003716435.1	NZ_RHPG01000002.1	850582	849968	lcl|ORF401_NZ_RHPG01000002.1:850582:849968	TIGR01865.1	0.019	10.9	0.0
GCF_003716505.1	NZ_RHPD01000001.1	1018895	1018158	lcl|ORF814_NZ_RHPD01000001.1:1018895:1018158	TIGR01865.1	0.0056	12.7	0.7
GCF_003718675.1	NZ_RHFJ01000004.1	96993	95701	lcl|ORF86_NZ_RHFJ01000004.1:96993:95701	TIGR01865.1	0.011	12.2	0.0
GCF_003718685.1	NZ_RHFI01000011.1	27909	29201	lcl|ORF9_NZ_RHFI01000011.1:27909:29201	TIGR01865.1	0.011	12.2	0.0
GCF_003719295.1	NZ_RFLW01000001.1	119195	119746	lcl|ORF840_NZ_RFLW01000001.1:119195:119746	TIGR01865.1	5.4e-07	26.5	0.0
GCF_003719295.1	NZ_RFLW01000003.1	2023	329	lcl|ORF554_NZ_RFLW01000003.1:2023:329	TIGR01865.1	0.01	12.3	0.0
GCF_003721245.1	NZ_RIZG01000001.1	59464	61008	lcl|ORF139_NZ_RIZG01000001.1:59464:61008	TIGR01865.1	7.2e-05	18.7	0.0
GCF_003721245.1	NZ_RIZG01000001.1	554274	554945	lcl|ORF101_NZ_RIZG01000001.1:554274:554945	TIGR01865.1	0.00015	17.7	0.1
GCF_003721535.1	NZ_RJCX01000026.1	7397	6216	lcl|ORF21_NZ_RJCX01000026.1:7397:6216	TIGR03031.1	6.8e-125	414.7	23.0
GCF_003721535.1	NZ_RJCX01000026.1	5242	2783	lcl|ORF6_NZ_RJCX01000026.1:5242:2783	TIGR03031.1	4.2e-123	408.8	17.0
GCF_003721555.1	NZ_RJDA01000026.1	17895	19076	lcl|ORF7_NZ_RJDA01000026.1:17895:19076	TIGR03031.1	6.8e-125	414.7	23.0
GCF_003721555.1	NZ_RJDA01000026.1	20050	22509	lcl|ORF10_NZ_RJDA01000026.1:20050:22509	TIGR03031.1	4.2e-123	408.8	17.0
GCF_003721615.1	NZ_RJCY01000026.1	17895	19076	lcl|ORF7_NZ_RJCY01000026.1:17895:19076	TIGR03031.1	6.8e-125	414.7	23.0
GCF_003721615.1	NZ_RJCY01000026.1	20050	22509	lcl|ORF10_NZ_RJCY01000026.1:20050:22509	TIGR03031.1	4.2e-123	408.8	17.0
GCF_003721625.1	NZ_RJCZ01000026.1	7397	6216	lcl|ORF10_NZ_RJCZ01000026.1:7397:6216	TIGR03031.1	6.8e-125	414.7	23.0
GCF_003721625.1	NZ_RJCZ01000026.1	5242	2783	lcl|ORF13_NZ_RJCZ01000026.1:5242:2783	TIGR03031.1	4.2e-123	408.8	17.0
GCF_003722175.1	NZ_CP033604.1	2837480	2836407	lcl|ORF4210_NZ_CP033604.1:2837480:2836407	TIGR01865.1	0.0028	14.4	0.0
GCF_003724915.1	NZ_PYSZ01000086.1	98367	99023	lcl|ORF16_NZ_PYSZ01000086.1:98367:99023	TIGR01865.1	1.9e-05	21.9	0.0
GCF_003724955.1	NZ_PYTE01000124.1	98367	99023	lcl|ORF16_NZ_PYTE01000124.1:98367:99023	TIGR01865.1	1.9e-05	21.9	0.0
GCF_003724975.1	NZ_PYTF01000017.1	98367	99023	lcl|ORF16_NZ_PYTF01000017.1:98367:99023	TIGR01865.1	1.9e-05	21.9	0.0
GCF_003724995.1	NZ_PYTA01000141.1	98367	99023	lcl|ORF16_NZ_PYTA01000141.1:98367:99023	TIGR01865.1	1.9e-05	21.9	0.0
GCF_003725005.1	NZ_PYTH01000125.1	98426	99082	lcl|ORF93_NZ_PYTH01000125.1:98426:99082	TIGR01865.1	1.9e-05	21.9	0.0
GCF_003725035.1	NZ_PYTB01000050.1	98367	99023	lcl|ORF16_NZ_PYTB01000050.1:98367:99023	TIGR01865.1	1.9e-05	21.9	0.0
GCF_003725055.1	NZ_PYTD01000134.1	98367	99023	lcl|ORF16_NZ_PYTD01000134.1:98367:99023	TIGR01865.1	1.9e-05	21.9	0.0
GCF_003725075.1	NZ_PYTI01000066.1	98367	99023	lcl|ORF16_NZ_PYTI01000066.1:98367:99023	TIGR01865.1	1.9e-05	21.9	0.0
GCF_003725095.1	NZ_PYTJ01000163.1	98367	99023	lcl|ORF16_NZ_PYTJ01000163.1:98367:99023	TIGR01865.1	1.9e-05	21.9	0.0
GCF_003725115.1	NZ_PYTG01000014.1	98367	99023	lcl|ORF16_NZ_PYTG01000014.1:98367:99023	TIGR01865.1	1.9e-05	21.9	0.0
GCF_003725135.1	NZ_PYTL01000086.1	98531	99187	lcl|ORF93_NZ_PYTL01000086.1:98531:99187	TIGR01865.1	1.9e-05	21.9	0.0
GCF_003725155.1	NZ_PYTC01000097.1	98367	99023	lcl|ORF16_NZ_PYTC01000097.1:98367:99023	TIGR01865.1	1.9e-05	21.9	0.0
GCF_003725165.1	NZ_PYTK01000147.1	98367	99023	lcl|ORF16_NZ_PYTK01000147.1:98367:99023	TIGR01865.1	1.9e-05	21.9	0.0
GCF_003725195.1	NZ_PYTM01000022.1	98367	99023	lcl|ORF16_NZ_PYTM01000022.1:98367:99023	TIGR01865.1	1.9e-05	21.9	0.0
GCF_003725215.1	NZ_PYTN01000007.1	98426	99082	lcl|ORF93_NZ_PYTN01000007.1:98426:99082	TIGR01865.1	1.9e-05	21.9	0.0
GCF_003725235.1	NZ_PYTP01000108.1	98367	99023	lcl|ORF16_NZ_PYTP01000108.1:98367:99023	TIGR01865.1	1.9e-05	21.9	0.0
GCF_003725255.1	NZ_PYTS01000052.1	98531	99187	lcl|ORF93_NZ_PYTS01000052.1:98531:99187	TIGR01865.1	1.9e-05	21.9	0.0
GCF_003725265.1	NZ_PYTO01000132.1	98367	99023	lcl|ORF16_NZ_PYTO01000132.1:98367:99023	TIGR01865.1	1.9e-05	21.9	0.0
GCF_003725315.1	NZ_PYTT01000113.1	98531	99187	lcl|ORF93_NZ_PYTT01000113.1:98531:99187	TIGR01865.1	1.9e-05	21.9	0.0
GCF_003725575.1	NZ_RJLS01000031.1	20333	20028	lcl|ORF105_NZ_RJLS01000031.1:20333:20028	TIGR03031.1	0.027	10.8	0.2
GCF_003725615.1	NZ_RJLR01000020.1	79488	79793	lcl|ORF11_NZ_RJLR01000020.1:79488:79793	TIGR03031.1	0.028	10.8	0.2
GCF_003725875.1	NZ_PYTQ01000073.1	98367	99023	lcl|ORF16_NZ_PYTQ01000073.1:98367:99023	TIGR01865.1	1.9e-05	21.9	0.0
GCF_003725915.1	NZ_PYTR01000006.1	98531	99187	lcl|ORF93_NZ_PYTR01000006.1:98531:99187	TIGR01865.1	1.9e-05	21.9	0.0
GCF_003725935.1	NZ_PYTU01000135.1	98531	99187	lcl|ORF93_NZ_PYTU01000135.1:98531:99187	TIGR01865.1	1.9e-05	21.9	0.0
GCF_003730135.1	NZ_RJVO01000004.1	324040	323729	lcl|ORF276_NZ_RJVO01000004.1:324040:323729	TIGR01865.1	0.065	9.7	0.0
GCF_003731635.1	NZ_RCUA01000078.1	128985	129527	lcl|ORF12_NZ_RCUA01000078.1:128985:129527	TIGR01865.1	2.9e-06	23.9	0.0
GCF_003731635.1	NZ_RCUA01000032.1	249517	248162	lcl|ORF111_NZ_RCUA01000032.1:249517:248162	TIGR01865.1	0.011	12.0	0.0
GCF_003731925.1	NZ_MOAT01000002.1	387185	387544	lcl|ORF586_NZ_MOAT01000002.1:387185:387544	TIGR01865.1	0.027	11.9	0.0
GCF_003731985.1	NZ_MOAY01000045.1	50085	52499	lcl|ORF10_NZ_MOAY01000045.1:50085:52499	TIGR01865.1	0.15	9.1	0.0
GCF_003732005.1	NZ_MOAZ01000017.1	233257	230837	lcl|ORF850_NZ_MOAZ01000017.1:233257:230837	TIGR01865.1	0.051	10.8	0.0
GCF_003732065.1	NZ_MOBC01000007.1	124341	125147	lcl|ORF30_NZ_MOBC01000007.1:124341:125147	TIGR01865.1	0.017	12.4	0.0
GCF_003732165.1	NZ_MOBF01000032.1	167638	166964	lcl|ORF457_NZ_MOBF01000032.1:167638:166964	TIGR01865.1	0.005	14.2	0.1
GCF_003732295.1	NZ_MOBN01000025.1	519678	519004	lcl|ORF722_NZ_MOBN01000025.1:519678:519004	TIGR01865.1	3.8e-05	21.1	0.1
GCF_003732345.1	NZ_MOBS01000013.1	442691	442281	lcl|ORF567_NZ_MOBS01000013.1:442691:442281	TIGR01865.1	2.9	5.0	5.0
GCF_003732435.1	NZ_MJEV01000074.1	130554	129976	lcl|ORF194_NZ_MJEV01000074.1:130554:129976	TIGR01865.1	0.031	10.8	0.0
GCF_003732545.1	NZ_AYKF01000068.1	43122	42487	lcl|ORF46_NZ_AYKF01000068.1:43122:42487	TIGR01865.1	4.8e-07	26.8	0.0
GCF_003732545.1	NZ_AYKF01000092.1	10538	10849	lcl|ORF20_NZ_AYKF01000092.1:10538:10849	TIGR01865.1	0.033	10.8	0.2
GCF_003751095.1	NZ_RJKA01000007.1	172858	171146	lcl|ORF195_NZ_RJKA01000007.1:172858:171146	TIGR01865.1	0.018	11.3	0.5
GCF_003751145.1	NZ_RJJZ01000008.1	172318	170606	lcl|ORF102_NZ_RJJZ01000008.1:172318:170606	TIGR01865.1	0.019	11.3	0.5
GCF_003751155.1	NZ_RJKC01000017.1	78281	79993	lcl|ORF82_NZ_RJKC01000017.1:78281:79993	TIGR01865.1	0.018	11.3	0.5
GCF_003751235.1	NZ_RJKD01000016.1	78283	79995	lcl|ORF50_NZ_RJKD01000016.1:78283:79995	TIGR01865.1	0.018	11.3	0.5
GCF_003751305.1	NZ_RJKV01000002.1	1283278	1282619	lcl|ORF1455_NZ_RJKV01000002.1:1283278:1282619	TIGR01865.1	0.00078	16.3	0.0
GCF_003751465.1	NZ_RJVD01000007.1	77937	79649	lcl|ORF21_NZ_RJVD01000007.1:77937:79649	TIGR01865.1	0.018	11.3	0.5
GCF_003751565.1	NZ_RJUP01000010.1	271448	270783	lcl|ORF536_NZ_RJUP01000010.1:271448:270783	TIGR01865.1	0.0067	13.2	0.0
GCF_003751765.1	NZ_RKIG01000011.1	75855	77567	lcl|ORF14_NZ_RKIG01000011.1:75855:77567	TIGR01865.1	0.018	11.3	0.5
GCF_003751925.1	NZ_RJKK01000014.1	28646	26934	lcl|ORF69_NZ_RJKK01000014.1:28646:26934	TIGR01865.1	0.014	11.6	0.3
GCF_003751935.1	NZ_RJKJ01000014.1	28646	26934	lcl|ORF69_NZ_RJKJ01000014.1:28646:26934	TIGR01865.1	0.014	11.6	0.3
GCF_003752445.1	NZ_RKHM01000015.1	78290	80002	lcl|ORF84_NZ_RKHM01000015.1:78290:80002	TIGR01865.1	0.018	11.3	0.5
GCF_003752475.1	NZ_RKHP01000011.1	58944	59957	lcl|ORF13_NZ_RKHP01000011.1:58944:59957	TIGR01865.1	0.00028	17.8	0.0
GCF_003752645.1	NZ_RKHV01000017.1	5690	6703	lcl|ORF86_NZ_RKHV01000017.1:5690:6703	TIGR01865.1	0.00018	18.4	0.0
GCF_003755045.1	NZ_RKHH01000005.1	173285	171573	lcl|ORF144_NZ_RKHH01000005.1:173285:171573	TIGR01865.1	0.018	11.3	0.5
GCF_003755075.1	NZ_RKHI01000007.1	78283	79995	lcl|ORF50_NZ_RKHI01000007.1:78283:79995	TIGR01865.1	0.018	11.3	0.5
GCF_003788585.1	NZ_AYKG01000030.1	135	800	lcl|ORF1_NZ_AYKG01000030.1:135:800	TIGR01865.1	5.7e-07	26.2	0.0
GCF_003788635.1	NZ_AYKH01000004.1	11681	12316	lcl|ORF62_NZ_AYKH01000004.1:11681:12316	TIGR01865.1	4.6e-07	26.8	0.0
GCF_003788635.1	NZ_AYKH01000044.1	129790	129479	lcl|ORF148_NZ_AYKH01000044.1:129790:129479	TIGR01865.1	0.044	10.4	0.8
GCF_003795485.1	NZ_PQTJ01000025.1	57842	58234	lcl|ORF33_NZ_PQTJ01000025.1:57842:58234	TIGR01865.1	0.0016	15.0	0.3
GCF_003795515.1	NZ_PQTK01000003.1	34726	35118	lcl|ORF71_NZ_PQTK01000003.1:34726:35118	TIGR01865.1	0.0016	15.0	0.3
GCF_003795605.1	NZ_PQJL01000008.1	131183	132199	lcl|ORF96_NZ_PQJL01000008.1:131183:132199	TIGR01865.1	0.00013	18.6	0.0
GCF_003797905.1	NZ_RKKV01000009.1	58006	57635	lcl|ORF94_NZ_RKKV01000009.1:58006:57635	TIGR03031.1	0.046	10.0	0.0
GCF_003797945.1	NZ_RKKU01000008.1	96327	96698	lcl|ORF17_NZ_RKKU01000008.1:96327:96698	TIGR03031.1	0.046	10.0	0.0
GCF_003797955.1	NZ_RKJQ01000001.1	718539	721910	lcl|ORF144_NZ_RKJQ01000001.1:718539:721910	TIGR03031.1	0	1329.8	59.8
GCF_003798025.1	NZ_RKJR01000002.1	782709	779338	lcl|ORF1280_NZ_RKJR01000002.1:782709:779338	TIGR03031.1	0	1329.8	59.8
GCF_003798065.1	NZ_RKJS01000002.1	1153470	1150099	lcl|ORF1246_NZ_RKJS01000002.1:1153470:1150099	TIGR03031.1	0	1329.8	59.8
GCF_003800545.1	NZ_AODV01000010.1	68594	69292	lcl|ORF61_NZ_AODV01000010.1:68594:69292	TIGR01865.1	0.0016	14.9	0.5
GCF_003812485.1	NZ_CP033869.1	3282636	3281506	lcl|ORF3191_NZ_CP033869.1:3282636:3281506	TIGR01865.1	9.9e-08	28.5	0.2
GCF_003812845.1	NZ_CP033824.1	2277450	2278463	lcl|ORF366_NZ_CP033824.1:2277450:2278463	TIGR01865.1	0.00038	17.5	0.0
GCF_003812845.1	NZ_CP033824.1	5229566	5230246	lcl|ORF3173_NZ_CP033824.1:5229566:5230246	TIGR03031.1	0.071	9.9	0.0
GCF_003812985.1	NZ_CP033829.1	2820396	2821061	lcl|ORF670_NZ_CP033829.1:2820396:2821061	TIGR01865.1	6.3e-05	20.1	0.0
GCF_003814555.1	NZ_RKQN01000001.1	339868	339206	lcl|ORF1441_NZ_RKQN01000001.1:339868:339206	TIGR01865.1	0.0051	13.2	0.0
GCF_003814595.1	NZ_RKQU01000010.1	77774	79486	lcl|ORF669_NZ_RKQU01000010.1:77774:79486	TIGR01865.1	0.018	11.3	0.5
GCF_003814675.1	NZ_RKQY01000016.1	75838	77550	lcl|ORF51_NZ_RKQY01000016.1:75838:77550	TIGR01865.1	0.018	11.3	0.5
GCF_003814775.1	NZ_RKQR01000014.1	80470	82182	lcl|ORF37_NZ_RKQR01000014.1:80470:82182	TIGR01865.1	0.014	11.6	0.3
GCF_003814845.1	NZ_RKRH01000009.1	78294	80006	lcl|ORF17_NZ_RKRH01000009.1:78294:80006	TIGR01865.1	0.018	11.3	0.5
GCF_003820355.1	NZ_RPOK01000005.1	265140	263779	lcl|ORF219_NZ_RPOK01000005.1:265140:263779	TIGR01865.1	0.0012	15.0	0.1
GCF_003830165.1	NZ_RHMY01000006.1	4051	4443	lcl|ORF51_NZ_RHMY01000006.1:4051:4443	TIGR01865.1	0.0013	15.4	0.4
GCF_003833385.1	NZ_NSMR01000015.1	85890	86636	lcl|ORF19_NZ_NSMR01000015.1:85890:86636	TIGR01865.1	0.0089	13.5	0.0
GCF_003834105.1	NZ_NSNO01000006.1	147423	148007	lcl|ORF32_NZ_NSNO01000006.1:147423:148007	TIGR01865.1	0.0016	16.0	0.0
GCF_003834885.1	NZ_NSQH01000019.1	142987	143508	lcl|ORF81_NZ_NSQH01000019.1:142987:143508	TIGR01865.1	0.033	11.6	0.0
GCF_003835165.1	NZ_NSRE01000015.1	190567	189524	lcl|ORF208_NZ_NSRE01000015.1:190567:189524	TIGR01865.1	0.18	9.1	1.9
GCF_003836035.1	NZ_NSRT01000003.1	350770	351423	lcl|ORF277_NZ_NSRT01000003.1:350770:351423	TIGR01865.1	0.00011	19.7	0.1
GCF_003836705.1	NZ_NSUE01000003.1	157528	156485	lcl|ORF369_NZ_NSUE01000003.1:157528:156485	TIGR01865.1	0.47	7.7	3.0
GCF_003837025.1	NZ_NSUV01000009.1	182240	181197	lcl|ORF193_NZ_NSUV01000009.1:182240:181197	TIGR01865.1	1.2	6.4	3.2
GCF_003837645.1	NZ_NSUZ01000008.1	182240	181197	lcl|ORF193_NZ_NSUZ01000008.1:182240:181197	TIGR01865.1	1.2	6.4	3.2
GCF_003838645.1	NZ_NSVZ01000004.1	145365	145949	lcl|ORF32_NZ_NSVZ01000004.1:145365:145949	TIGR01865.1	0.0016	16.0	0.0
GCF_003838685.1	NZ_NSVY01000003.1	147841	148425	lcl|ORF181_NZ_NSVY01000003.1:147841:148425	TIGR01865.1	0.0015	16.0	0.0
GCF_003839505.1	NZ_NSYB01000022.1	13339	14229	lcl|ORF29_NZ_NSYB01000022.1:13339:14229	TIGR01865.1	0.56	7.5	3.7
GCF_003839585.1	NZ_NSYG01000002.1	780009	780662	lcl|ORF179_NZ_NSYG01000002.1:780009:780662	TIGR01865.1	0.00011	19.7	0.1
GCF_003839755.1	NZ_NSZA01000012.1	155914	154871	lcl|ORF181_NZ_NSZA01000012.1:155914:154871	TIGR01865.1	0.18	9.1	1.9
GCF_003839945.1	NZ_NSZR01000039.1	568	1314	lcl|ORF3_NZ_NSZR01000039.1:568:1314	TIGR01865.1	0.009	13.5	0.0
GCF_003840285.1	NZ_NSWA01000003.1	145533	146117	lcl|ORF37_NZ_NSWA01000003.1:145533:146117	TIGR01865.1	0.0015	16.0	0.0
GCF_003840715.1	NZ_NSYL01000004.1	147896	148480	lcl|ORF337_NZ_NSYL01000004.1:147896:148480	TIGR01865.1	0.0015	16.0	0.0
GCF_003840835.1	NZ_NSYQ01000014.1	1964	3412	lcl|ORF57_NZ_NSYQ01000014.1:1964:3412	TIGR01865.1	0.006	14.0	0.1
GCF_003841515.1	NZ_NTAH01000019.1	108436	108957	lcl|ORF57_NZ_NTAH01000019.1:108436:108957	TIGR01865.1	0.17	9.3	0.0
GCF_003841565.1	NZ_NTAP01000017.1	92038	92784	lcl|ORF60_NZ_NTAP01000017.1:92038:92784	TIGR01865.1	0.0091	13.5	0.0
GCF_003849805.1	NZ_RQKD01000020.1	47710	46649	lcl|ORF89_NZ_RQKD01000020.1:47710:46649	TIGR01865.1	0.0047	13.7	0.0
GCF_003851555.1	NZ_CP027756.1	3707902	3708252	lcl|ORF2151_NZ_CP027756.1:3707902:3708252	TIGR01865.1	0.38	7.9	1.8
GCF_003851705.1	NZ_CP027728.1	2910941	2908521	lcl|ORF4395_NZ_CP027728.1:2910941:2908521	TIGR01865.1	0.12	9.4	0.0
GCF_003852295.1	NZ_CP027761.1	2737191	2734771	lcl|ORF6617_NZ_CP027761.1:2737191:2734771	TIGR01865.1	0.12	9.4	0.0
GCF_003852355.1	NZ_CP027759.1	2843759	2841339	lcl|ORF4286_NZ_CP027759.1:2843759:2841339	TIGR01865.1	0.12	9.4	0.0
GCF_003852405.1	NZ_QAJM01000005.1	2504	4924	lcl|ORF59_NZ_QAJM01000005.1:2504:4924	TIGR01865.1	0.045	10.9	0.0
GCF_003852405.1	NZ_QAJM01000023.1	94273	94983	lcl|ORF52_NZ_QAJM01000023.1:94273:94983	TIGR01865.1	0.17	9.1	3.3
GCF_003856525.1	NZ_RJVQ01000003.1	65465	64767	lcl|ORF381_NZ_RJVQ01000003.1:65465:64767	TIGR01865.1	3.7e-05	20.1	0.8
GCF_003857325.1	NZ_RQJY01000358.1	604	113	lcl|ORF2_NZ_RQJY01000358.1:604:113	TIGR01865.1	0.00072	16.4	0.7
GCF_003858115.1	NZ_NSSC01000003.1	145539	146123	lcl|ORF34_NZ_NSSC01000003.1:145539:146123	TIGR01865.1	0.0015	16.0	0.0
GCF_003858305.1	NZ_PSON01000062.1	1786	770	lcl|ORF3_NZ_PSON01000062.1:1786:770	TIGR01865.1	0.00012	18.6	0.0
GCF_003858315.1	NZ_PQJP01000073.1	1481	2497	lcl|ORF6_NZ_PQJP01000073.1:1481:2497	TIGR01865.1	0.00093	15.9	0.0
GCF_003858325.1	NZ_PQJO01000075.1	2660	3676	lcl|ORF24_NZ_PQJO01000075.1:2660:3676	TIGR01865.1	0.00091	15.9	0.0
GCF_003859015.1	NZ_RQTZ01000031.1	19469	19089	lcl|ORF62_NZ_RQTZ01000031.1:19469:19089	TIGR01865.1	0.0019	14.9	0.9
GCF_003860845.1	NZ_RDAY01000001.1	4683647	4682814	lcl|ORF4224_NZ_RDAY01000001.1:4683647:4682814	TIGR01865.1	0.023	11.5	0.0
